year_month,direction,estimate,standard_error,status,gender,age_group
2001-01,Arrivals,344,0,Final,Female,0-4 years
2001-02,Arrivals,269,0,Final,Female,0-4 years
2001-03,Arrivals,239,0,Final,Female,0-4 years
2001-04,Arrivals,233,0,Final,Female,0-4 years
2001-05,Arrivals,206,0,Final,Female,0-4 years
2001-06,Arrivals,253,0,Final,Female,0-4 years
2001-07,Arrivals,242,0,Final,Female,0-4 years
2001-08,Arrivals,255,0,Final,Female,0-4 years
2001-09,Arrivals,296,0,Final,Female,0-4 years
2001-10,Arrivals,296,0,Final,Female,0-4 years
2001-11,Arrivals,367,0,Final,Female,0-4 years
2001-12,Arrivals,385,0,Final,Female,0-4 years
2002-01,Arrivals,330,0,Final,Female,0-4 years
2002-02,Arrivals,303,0,Final,Female,0-4 years
2002-03,Arrivals,314,0,Final,Female,0-4 years
2002-04,Arrivals,259,0,Final,Female,0-4 years
2002-05,Arrivals,258,0,Final,Female,0-4 years
2002-06,Arrivals,251,0,Final,Female,0-4 years
2002-07,Arrivals,272,0,Final,Female,0-4 years
2002-08,Arrivals,323,0,Final,Female,0-4 years
2002-09,Arrivals,328,0,Final,Female,0-4 years
2002-10,Arrivals,338,0,Final,Female,0-4 years
2002-11,Arrivals,383,0,Final,Female,0-4 years
2002-12,Arrivals,416,0,Final,Female,0-4 years
2003-01,Arrivals,389,0,Final,Female,0-4 years
2003-02,Arrivals,289,0,Final,Female,0-4 years
2003-03,Arrivals,341,0,Final,Female,0-4 years
2003-04,Arrivals,244,0,Final,Female,0-4 years
2003-05,Arrivals,248,0,Final,Female,0-4 years
2003-06,Arrivals,290,0,Final,Female,0-4 years
2003-07,Arrivals,294,0,Final,Female,0-4 years
2003-08,Arrivals,297,0,Final,Female,0-4 years
2003-09,Arrivals,323,0,Final,Female,0-4 years
2003-10,Arrivals,252,0,Final,Female,0-4 years
2003-11,Arrivals,351,0,Final,Female,0-4 years
2003-12,Arrivals,360,0,Final,Female,0-4 years
2004-01,Arrivals,366,0,Final,Female,0-4 years
2004-02,Arrivals,283,0,Final,Female,0-4 years
2004-03,Arrivals,277,0,Final,Female,0-4 years
2004-04,Arrivals,218,0,Final,Female,0-4 years
2004-05,Arrivals,246,0,Final,Female,0-4 years
2004-06,Arrivals,237,0,Final,Female,0-4 years
2004-07,Arrivals,264,0,Final,Female,0-4 years
2004-08,Arrivals,259,0,Final,Female,0-4 years
2004-09,Arrivals,304,0,Final,Female,0-4 years
2004-10,Arrivals,279,0,Final,Female,0-4 years
2004-11,Arrivals,283,0,Final,Female,0-4 years
2004-12,Arrivals,421,0,Final,Female,0-4 years
2005-01,Arrivals,335,0,Final,Female,0-4 years
2005-02,Arrivals,288,0,Final,Female,0-4 years
2005-03,Arrivals,253,0,Final,Female,0-4 years
2005-04,Arrivals,265,0,Final,Female,0-4 years
2005-05,Arrivals,239,0,Final,Female,0-4 years
2005-06,Arrivals,258,0,Final,Female,0-4 years
2005-07,Arrivals,243,0,Final,Female,0-4 years
2005-08,Arrivals,291,0,Final,Female,0-4 years
2005-09,Arrivals,324,0,Final,Female,0-4 years
2005-10,Arrivals,264,0,Final,Female,0-4 years
2005-11,Arrivals,304,0,Final,Female,0-4 years
2005-12,Arrivals,384,0,Final,Female,0-4 years
2006-01,Arrivals,372,0,Final,Female,0-4 years
2006-02,Arrivals,253,0,Final,Female,0-4 years
2006-03,Arrivals,294,0,Final,Female,0-4 years
2006-04,Arrivals,261,0,Final,Female,0-4 years
2006-05,Arrivals,241,0,Final,Female,0-4 years
2006-06,Arrivals,275,0,Final,Female,0-4 years
2006-07,Arrivals,290,0,Final,Female,0-4 years
2006-08,Arrivals,298,0,Final,Female,0-4 years
2006-09,Arrivals,358,0,Final,Female,0-4 years
2006-10,Arrivals,350,0,Final,Female,0-4 years
2006-11,Arrivals,338,0,Final,Female,0-4 years
2006-12,Arrivals,443,0,Final,Female,0-4 years
2007-01,Arrivals,381,0,Final,Female,0-4 years
2007-02,Arrivals,312,0,Final,Female,0-4 years
2007-03,Arrivals,281,0,Final,Female,0-4 years
2007-04,Arrivals,274,0,Final,Female,0-4 years
2007-05,Arrivals,244,0,Final,Female,0-4 years
2007-06,Arrivals,278,0,Final,Female,0-4 years
2007-07,Arrivals,270,0,Final,Female,0-4 years
2007-08,Arrivals,344,0,Final,Female,0-4 years
2007-09,Arrivals,370,0,Final,Female,0-4 years
2007-10,Arrivals,314,0,Final,Female,0-4 years
2007-11,Arrivals,371,0,Final,Female,0-4 years
2007-12,Arrivals,426,0,Final,Female,0-4 years
2008-01,Arrivals,334,0,Final,Female,0-4 years
2008-02,Arrivals,336,0,Final,Female,0-4 years
2008-03,Arrivals,320,0,Final,Female,0-4 years
2008-04,Arrivals,255,0,Final,Female,0-4 years
2008-05,Arrivals,284,0,Final,Female,0-4 years
2008-06,Arrivals,308,0,Final,Female,0-4 years
2008-07,Arrivals,269,0,Final,Female,0-4 years
2008-08,Arrivals,354,0,Final,Female,0-4 years
2008-09,Arrivals,378,0,Final,Female,0-4 years
2008-10,Arrivals,359,0,Final,Female,0-4 years
2008-11,Arrivals,374,0,Final,Female,0-4 years
2008-12,Arrivals,463,0,Final,Female,0-4 years
2009-01,Arrivals,349,0,Final,Female,0-4 years
2009-02,Arrivals,335,0,Final,Female,0-4 years
2009-03,Arrivals,334,0,Final,Female,0-4 years
2009-04,Arrivals,264,0,Final,Female,0-4 years
2009-05,Arrivals,265,0,Final,Female,0-4 years
2009-06,Arrivals,231,0,Final,Female,0-4 years
2009-07,Arrivals,267,0,Final,Female,0-4 years
2009-08,Arrivals,307,0,Final,Female,0-4 years
2009-09,Arrivals,276,0,Final,Female,0-4 years
2009-10,Arrivals,273,0,Final,Female,0-4 years
2009-11,Arrivals,324,0,Final,Female,0-4 years
2009-12,Arrivals,412,0,Final,Female,0-4 years
2010-01,Arrivals,286,0,Final,Female,0-4 years
2010-02,Arrivals,233,0,Final,Female,0-4 years
2010-03,Arrivals,246,0,Final,Female,0-4 years
2010-04,Arrivals,247,0,Final,Female,0-4 years
2010-05,Arrivals,239,0,Final,Female,0-4 years
2010-06,Arrivals,206,0,Final,Female,0-4 years
2010-07,Arrivals,241,0,Final,Female,0-4 years
2010-08,Arrivals,277,0,Final,Female,0-4 years
2010-09,Arrivals,277,0,Final,Female,0-4 years
2010-10,Arrivals,279,0,Final,Female,0-4 years
2010-11,Arrivals,249,0,Final,Female,0-4 years
2010-12,Arrivals,344,0,Final,Female,0-4 years
2011-01,Arrivals,282,0,Final,Female,0-4 years
2011-02,Arrivals,261,0,Final,Female,0-4 years
2011-03,Arrivals,283,0,Final,Female,0-4 years
2011-04,Arrivals,218,0,Final,Female,0-4 years
2011-05,Arrivals,209,0,Final,Female,0-4 years
2011-06,Arrivals,221,0,Final,Female,0-4 years
2011-07,Arrivals,251,0,Final,Female,0-4 years
2011-08,Arrivals,296,0,Final,Female,0-4 years
2011-09,Arrivals,290,0,Final,Female,0-4 years
2011-10,Arrivals,266,0,Final,Female,0-4 years
2011-11,Arrivals,309,0,Final,Female,0-4 years
2011-12,Arrivals,343,0,Final,Female,0-4 years
2012-01,Arrivals,311,0,Final,Female,0-4 years
2012-02,Arrivals,262,0,Final,Female,0-4 years
2012-03,Arrivals,252,0,Final,Female,0-4 years
2012-04,Arrivals,206,0,Final,Female,0-4 years
2012-05,Arrivals,243,0,Final,Female,0-4 years
2012-06,Arrivals,254,0,Final,Female,0-4 years
2012-07,Arrivals,211,0,Final,Female,0-4 years
2012-08,Arrivals,293,0,Final,Female,0-4 years
2012-09,Arrivals,289,0,Final,Female,0-4 years
2012-10,Arrivals,286,0,Final,Female,0-4 years
2012-11,Arrivals,295,0,Final,Female,0-4 years
2012-12,Arrivals,398,0,Final,Female,0-4 years
2013-01,Arrivals,322,0,Final,Female,0-4 years
2013-02,Arrivals,295,0,Final,Female,0-4 years
2013-03,Arrivals,295,0,Final,Female,0-4 years
2013-04,Arrivals,264,0,Final,Female,0-4 years
2013-05,Arrivals,254,0,Final,Female,0-4 years
2013-06,Arrivals,293,0,Final,Female,0-4 years
2013-07,Arrivals,298,0,Final,Female,0-4 years
2013-08,Arrivals,311,0,Final,Female,0-4 years
2013-09,Arrivals,315,0,Final,Female,0-4 years
2013-10,Arrivals,283,0,Final,Female,0-4 years
2013-11,Arrivals,345,0,Final,Female,0-4 years
2013-12,Arrivals,458,0,Final,Female,0-4 years
2014-01,Arrivals,377,0,Final,Female,0-4 years
2014-02,Arrivals,362,0,Final,Female,0-4 years
2014-03,Arrivals,337,0,Final,Female,0-4 years
2014-04,Arrivals,246,0,Final,Female,0-4 years
2014-05,Arrivals,294,0,Final,Female,0-4 years
2014-06,Arrivals,283,0,Final,Female,0-4 years
2014-07,Arrivals,292,0,Final,Female,0-4 years
2014-08,Arrivals,335,0,Final,Female,0-4 years
2014-09,Arrivals,367,0,Final,Female,0-4 years
2014-10,Arrivals,327,0,Final,Female,0-4 years
2014-11,Arrivals,371,0,Final,Female,0-4 years
2014-12,Arrivals,478,0,Final,Female,0-4 years
2015-01,Arrivals,389,0,Final,Female,0-4 years
2015-02,Arrivals,300,0,Final,Female,0-4 years
2015-03,Arrivals,338,0,Final,Female,0-4 years
2015-04,Arrivals,347,0,Final,Female,0-4 years
2015-05,Arrivals,332,0,Final,Female,0-4 years
2015-06,Arrivals,306,0,Final,Female,0-4 years
2015-07,Arrivals,323,0,Final,Female,0-4 years
2015-08,Arrivals,388,0,Final,Female,0-4 years
2015-09,Arrivals,404,0,Final,Female,0-4 years
2015-10,Arrivals,408,0,Final,Female,0-4 years
2015-11,Arrivals,365,0,Final,Female,0-4 years
2015-12,Arrivals,500,0,Final,Female,0-4 years
2016-01,Arrivals,355,0,Final,Female,0-4 years
2016-02,Arrivals,393,0,Final,Female,0-4 years
2016-03,Arrivals,427,0,Final,Female,0-4 years
2016-04,Arrivals,331,0,Final,Female,0-4 years
2016-05,Arrivals,355,0,Final,Female,0-4 years
2016-06,Arrivals,344,0,Final,Female,0-4 years
2016-07,Arrivals,364,0,Final,Female,0-4 years
2016-08,Arrivals,440,0,Final,Female,0-4 years
2016-09,Arrivals,438,0,Final,Female,0-4 years
2016-10,Arrivals,424,0,Final,Female,0-4 years
2016-11,Arrivals,432,0,Final,Female,0-4 years
2016-12,Arrivals,498,0,Final,Female,0-4 years
2017-01,Arrivals,408,0,Final,Female,0-4 years
2017-02,Arrivals,426,0,Final,Female,0-4 years
2017-03,Arrivals,356,0,Final,Female,0-4 years
2017-04,Arrivals,328,0,Final,Female,0-4 years
2017-05,Arrivals,322,0,Final,Female,0-4 years
2017-06,Arrivals,336,0,Final,Female,0-4 years
2017-07,Arrivals,395,0,Final,Female,0-4 years
2017-08,Arrivals,430,0,Final,Female,0-4 years
2017-09,Arrivals,389,0,Final,Female,0-4 years
2017-10,Arrivals,427,0,Final,Female,0-4 years
2017-11,Arrivals,365,0,Final,Female,0-4 years
2017-12,Arrivals,523,0,Final,Female,0-4 years
2018-01,Arrivals,434,0,Final,Female,0-4 years
2018-02,Arrivals,304,0,Final,Female,0-4 years
2018-03,Arrivals,403,0,Final,Female,0-4 years
2018-04,Arrivals,296,0,Final,Female,0-4 years
2018-05,Arrivals,295,0,Final,Female,0-4 years
2018-06,Arrivals,319,0,Final,Female,0-4 years
2018-07,Arrivals,317,0,Final,Female,0-4 years
2018-08,Arrivals,405,0,Final,Female,0-4 years
2018-09,Arrivals,380,0,Final,Female,0-4 years
2018-10,Arrivals,392,0,Final,Female,0-4 years
2018-11,Arrivals,379,0,Final,Female,0-4 years
2018-12,Arrivals,498,0,Final,Female,0-4 years
2019-01,Arrivals,397,0,Final,Female,0-4 years
2019-02,Arrivals,355,0,Final,Female,0-4 years
2019-03,Arrivals,370,0,Final,Female,0-4 years
2019-04,Arrivals,277,0,Final,Female,0-4 years
2019-05,Arrivals,316,0,Final,Female,0-4 years
2019-06,Arrivals,340,0,Final,Female,0-4 years
2019-07,Arrivals,356,0,Final,Female,0-4 years
2019-08,Arrivals,422,0,Final,Female,0-4 years
2019-09,Arrivals,393,0,Final,Female,0-4 years
2019-10,Arrivals,378,0,Final,Female,0-4 years
2019-11,Arrivals,434,0,Final,Female,0-4 years
2019-12,Arrivals,617,0,Final,Female,0-4 years
2020-01,Arrivals,502,0,Final,Female,0-4 years
2020-02,Arrivals,516,0,Final,Female,0-4 years
2020-03,Arrivals,432,0,Final,Female,0-4 years
2020-04,Arrivals,30,0,Final,Female,0-4 years
2020-05,Arrivals,56,0,Final,Female,0-4 years
2020-06,Arrivals,118,0,Final,Female,0-4 years
2020-07,Arrivals,131,0,Final,Female,0-4 years
2020-08,Arrivals,173,0,Final,Female,0-4 years
2020-09,Arrivals,220,0,Final,Female,0-4 years
2020-10,Arrivals,213,0,Final,Female,0-4 years
2020-11,Arrivals,198,0,Final,Female,0-4 years
2020-12,Arrivals,208,0,Final,Female,0-4 years
2021-01,Arrivals,191,0,Final,Female,0-4 years
2021-02,Arrivals,177,0,Final,Female,0-4 years
2021-03,Arrivals,185,0,Final,Female,0-4 years
2021-04,Arrivals,204,0,Final,Female,0-4 years
2021-05,Arrivals,227,0,Final,Female,0-4 years
2021-06,Arrivals,194,0,Final,Female,0-4 years
2021-07,Arrivals,242,0,Final,Female,0-4 years
2021-08,Arrivals,141,0,Final,Female,0-4 years
2021-09,Arrivals,132,0,Final,Female,0-4 years
2021-10,Arrivals,193,0,Final,Female,0-4 years
2021-11,Arrivals,199,0,Final,Female,0-4 years
2021-12,Arrivals,236,0,Final,Female,0-4 years
2022-01,Arrivals,170,0,Final,Female,0-4 years
2022-02,Arrivals,128,0,Final,Female,0-4 years
2022-03,Arrivals,309,0,Final,Female,0-4 years
2022-04,Arrivals,264,0,Final,Female,0-4 years
2022-05,Arrivals,275,0,Final,Female,0-4 years
2022-06,Arrivals,293,0,Final,Female,0-4 years
2022-07,Arrivals,325,0,Final,Female,0-4 years
2022-08,Arrivals,300,0,Final,Female,0-4 years
2022-09,Arrivals,329,0,Final,Female,0-4 years
2022-10,Arrivals,322,0,Final,Female,0-4 years
2022-11,Arrivals,499,0,Final,Female,0-4 years
2022-12,Arrivals,556,0,Final,Female,0-4 years
2023-01,Arrivals,402,0,Final,Female,0-4 years
2023-02,Arrivals,508,0,Final,Female,0-4 years
2023-03,Arrivals,642,0,Provisional,Female,0-4 years
2023-04,Arrivals,416,1,Provisional,Female,0-4 years
2023-05,Arrivals,498,1,Provisional,Female,0-4 years
2023-06,Arrivals,493,3,Provisional,Female,0-4 years
2023-07,Arrivals,407,4,Provisional,Female,0-4 years
2023-08,Arrivals,583,13,Provisional,Female,0-4 years
2023-09,Arrivals,516,9,Provisional,Female,0-4 years
2023-10,Arrivals,531,10,Provisional,Female,0-4 years
2023-11,Arrivals,549,10,Provisional,Female,0-4 years
2023-12,Arrivals,575,11,Provisional,Female,0-4 years
2024-01,Arrivals,422,11,Provisional,Female,0-4 years
2024-02,Arrivals,467,11,Provisional,Female,0-4 years
2024-03,Arrivals,488,15,Provisional,Female,0-4 years
2024-04,Arrivals,387,14,Provisional,Female,0-4 years
2024-05,Arrivals,441,18,Provisional,Female,0-4 years
2024-06,Arrivals,437,21,Provisional,Female,0-4 years
2001-01,Arrivals,341,0,Final,Male,0-4 years
2001-02,Arrivals,283,0,Final,Male,0-4 years
2001-03,Arrivals,237,0,Final,Male,0-4 years
2001-04,Arrivals,244,0,Final,Male,0-4 years
2001-05,Arrivals,216,0,Final,Male,0-4 years
2001-06,Arrivals,254,0,Final,Male,0-4 years
2001-07,Arrivals,251,0,Final,Male,0-4 years
2001-08,Arrivals,265,0,Final,Male,0-4 years
2001-09,Arrivals,339,0,Final,Male,0-4 years
2001-10,Arrivals,330,0,Final,Male,0-4 years
2001-11,Arrivals,402,0,Final,Male,0-4 years
2001-12,Arrivals,399,0,Final,Male,0-4 years
2002-01,Arrivals,353,0,Final,Male,0-4 years
2002-02,Arrivals,320,0,Final,Male,0-4 years
2002-03,Arrivals,324,0,Final,Male,0-4 years
2002-04,Arrivals,256,0,Final,Male,0-4 years
2002-05,Arrivals,267,0,Final,Male,0-4 years
2002-06,Arrivals,272,0,Final,Male,0-4 years
2002-07,Arrivals,281,0,Final,Male,0-4 years
2002-08,Arrivals,315,0,Final,Male,0-4 years
2002-09,Arrivals,357,0,Final,Male,0-4 years
2002-10,Arrivals,358,0,Final,Male,0-4 years
2002-11,Arrivals,394,0,Final,Male,0-4 years
2002-12,Arrivals,430,0,Final,Male,0-4 years
2003-01,Arrivals,426,0,Final,Male,0-4 years
2003-02,Arrivals,343,0,Final,Male,0-4 years
2003-03,Arrivals,328,0,Final,Male,0-4 years
2003-04,Arrivals,277,0,Final,Male,0-4 years
2003-05,Arrivals,287,0,Final,Male,0-4 years
2003-06,Arrivals,288,0,Final,Male,0-4 years
2003-07,Arrivals,272,0,Final,Male,0-4 years
2003-08,Arrivals,313,0,Final,Male,0-4 years
2003-09,Arrivals,312,0,Final,Male,0-4 years
2003-10,Arrivals,352,0,Final,Male,0-4 years
2003-11,Arrivals,349,0,Final,Male,0-4 years
2003-12,Arrivals,414,0,Final,Male,0-4 years
2004-01,Arrivals,393,0,Final,Male,0-4 years
2004-02,Arrivals,308,0,Final,Male,0-4 years
2004-03,Arrivals,289,0,Final,Male,0-4 years
2004-04,Arrivals,233,0,Final,Male,0-4 years
2004-05,Arrivals,233,0,Final,Male,0-4 years
2004-06,Arrivals,251,0,Final,Male,0-4 years
2004-07,Arrivals,272,0,Final,Male,0-4 years
2004-08,Arrivals,275,0,Final,Male,0-4 years
2004-09,Arrivals,311,0,Final,Male,0-4 years
2004-10,Arrivals,302,0,Final,Male,0-4 years
2004-11,Arrivals,311,0,Final,Male,0-4 years
2004-12,Arrivals,441,0,Final,Male,0-4 years
2005-01,Arrivals,382,0,Final,Male,0-4 years
2005-02,Arrivals,284,0,Final,Male,0-4 years
2005-03,Arrivals,303,0,Final,Male,0-4 years
2005-04,Arrivals,305,0,Final,Male,0-4 years
2005-05,Arrivals,260,0,Final,Male,0-4 years
2005-06,Arrivals,290,0,Final,Male,0-4 years
2005-07,Arrivals,264,0,Final,Male,0-4 years
2005-08,Arrivals,301,0,Final,Male,0-4 years
2005-09,Arrivals,292,0,Final,Male,0-4 years
2005-10,Arrivals,309,0,Final,Male,0-4 years
2005-11,Arrivals,320,0,Final,Male,0-4 years
2005-12,Arrivals,428,0,Final,Male,0-4 years
2006-01,Arrivals,383,0,Final,Male,0-4 years
2006-02,Arrivals,304,0,Final,Male,0-4 years
2006-03,Arrivals,286,0,Final,Male,0-4 years
2006-04,Arrivals,257,0,Final,Male,0-4 years
2006-05,Arrivals,275,0,Final,Male,0-4 years
2006-06,Arrivals,262,0,Final,Male,0-4 years
2006-07,Arrivals,324,0,Final,Male,0-4 years
2006-08,Arrivals,276,0,Final,Male,0-4 years
2006-09,Arrivals,392,0,Final,Male,0-4 years
2006-10,Arrivals,342,0,Final,Male,0-4 years
2006-11,Arrivals,362,0,Final,Male,0-4 years
2006-12,Arrivals,467,0,Final,Male,0-4 years
2007-01,Arrivals,358,0,Final,Male,0-4 years
2007-02,Arrivals,349,0,Final,Male,0-4 years
2007-03,Arrivals,294,0,Final,Male,0-4 years
2007-04,Arrivals,282,0,Final,Male,0-4 years
2007-05,Arrivals,279,0,Final,Male,0-4 years
2007-06,Arrivals,308,0,Final,Male,0-4 years
2007-07,Arrivals,265,0,Final,Male,0-4 years
2007-08,Arrivals,365,0,Final,Male,0-4 years
2007-09,Arrivals,353,0,Final,Male,0-4 years
2007-10,Arrivals,334,0,Final,Male,0-4 years
2007-11,Arrivals,402,0,Final,Male,0-4 years
2007-12,Arrivals,464,0,Final,Male,0-4 years
2008-01,Arrivals,358,0,Final,Male,0-4 years
2008-02,Arrivals,372,0,Final,Male,0-4 years
2008-03,Arrivals,296,0,Final,Male,0-4 years
2008-04,Arrivals,319,0,Final,Male,0-4 years
2008-05,Arrivals,327,0,Final,Male,0-4 years
2008-06,Arrivals,360,0,Final,Male,0-4 years
2008-07,Arrivals,319,0,Final,Male,0-4 years
2008-08,Arrivals,357,0,Final,Male,0-4 years
2008-09,Arrivals,369,0,Final,Male,0-4 years
2008-10,Arrivals,369,0,Final,Male,0-4 years
2008-11,Arrivals,390,0,Final,Male,0-4 years
2008-12,Arrivals,491,0,Final,Male,0-4 years
2009-01,Arrivals,421,0,Final,Male,0-4 years
2009-02,Arrivals,366,0,Final,Male,0-4 years
2009-03,Arrivals,342,0,Final,Male,0-4 years
2009-04,Arrivals,267,0,Final,Male,0-4 years
2009-05,Arrivals,283,0,Final,Male,0-4 years
2009-06,Arrivals,280,0,Final,Male,0-4 years
2009-07,Arrivals,254,0,Final,Male,0-4 years
2009-08,Arrivals,326,0,Final,Male,0-4 years
2009-09,Arrivals,305,0,Final,Male,0-4 years
2009-10,Arrivals,265,0,Final,Male,0-4 years
2009-11,Arrivals,278,0,Final,Male,0-4 years
2009-12,Arrivals,416,0,Final,Male,0-4 years
2010-01,Arrivals,285,0,Final,Male,0-4 years
2010-02,Arrivals,262,0,Final,Male,0-4 years
2010-03,Arrivals,252,0,Final,Male,0-4 years
2010-04,Arrivals,225,0,Final,Male,0-4 years
2010-05,Arrivals,241,0,Final,Male,0-4 years
2010-06,Arrivals,234,0,Final,Male,0-4 years
2010-07,Arrivals,229,0,Final,Male,0-4 years
2010-08,Arrivals,293,0,Final,Male,0-4 years
2010-09,Arrivals,304,0,Final,Male,0-4 years
2010-10,Arrivals,252,0,Final,Male,0-4 years
2010-11,Arrivals,280,0,Final,Male,0-4 years
2010-12,Arrivals,398,0,Final,Male,0-4 years
2011-01,Arrivals,317,0,Final,Male,0-4 years
2011-02,Arrivals,254,0,Final,Male,0-4 years
2011-03,Arrivals,288,0,Final,Male,0-4 years
2011-04,Arrivals,249,0,Final,Male,0-4 years
2011-05,Arrivals,197,0,Final,Male,0-4 years
2011-06,Arrivals,224,0,Final,Male,0-4 years
2011-07,Arrivals,237,0,Final,Male,0-4 years
2011-08,Arrivals,329,0,Final,Male,0-4 years
2011-09,Arrivals,256,0,Final,Male,0-4 years
2011-10,Arrivals,273,0,Final,Male,0-4 years
2011-11,Arrivals,301,0,Final,Male,0-4 years
2011-12,Arrivals,369,0,Final,Male,0-4 years
2012-01,Arrivals,317,0,Final,Male,0-4 years
2012-02,Arrivals,281,0,Final,Male,0-4 years
2012-03,Arrivals,299,0,Final,Male,0-4 years
2012-04,Arrivals,203,0,Final,Male,0-4 years
2012-05,Arrivals,233,0,Final,Male,0-4 years
2012-06,Arrivals,259,0,Final,Male,0-4 years
2012-07,Arrivals,253,0,Final,Male,0-4 years
2012-08,Arrivals,297,0,Final,Male,0-4 years
2012-09,Arrivals,301,0,Final,Male,0-4 years
2012-10,Arrivals,301,0,Final,Male,0-4 years
2012-11,Arrivals,340,0,Final,Male,0-4 years
2012-12,Arrivals,460,0,Final,Male,0-4 years
2013-01,Arrivals,327,0,Final,Male,0-4 years
2013-02,Arrivals,298,0,Final,Male,0-4 years
2013-03,Arrivals,301,0,Final,Male,0-4 years
2013-04,Arrivals,317,0,Final,Male,0-4 years
2013-05,Arrivals,266,0,Final,Male,0-4 years
2013-06,Arrivals,295,0,Final,Male,0-4 years
2013-07,Arrivals,279,0,Final,Male,0-4 years
2013-08,Arrivals,323,0,Final,Male,0-4 years
2013-09,Arrivals,325,0,Final,Male,0-4 years
2013-10,Arrivals,327,0,Final,Male,0-4 years
2013-11,Arrivals,386,0,Final,Male,0-4 years
2013-12,Arrivals,453,0,Final,Male,0-4 years
2014-01,Arrivals,356,0,Final,Male,0-4 years
2014-02,Arrivals,358,0,Final,Male,0-4 years
2014-03,Arrivals,355,0,Final,Male,0-4 years
2014-04,Arrivals,339,0,Final,Male,0-4 years
2014-05,Arrivals,300,0,Final,Male,0-4 years
2014-06,Arrivals,303,0,Final,Male,0-4 years
2014-07,Arrivals,290,0,Final,Male,0-4 years
2014-08,Arrivals,398,0,Final,Male,0-4 years
2014-09,Arrivals,383,0,Final,Male,0-4 years
2014-10,Arrivals,387,0,Final,Male,0-4 years
2014-11,Arrivals,365,0,Final,Male,0-4 years
2014-12,Arrivals,496,0,Final,Male,0-4 years
2015-01,Arrivals,397,0,Final,Male,0-4 years
2015-02,Arrivals,329,0,Final,Male,0-4 years
2015-03,Arrivals,351,0,Final,Male,0-4 years
2015-04,Arrivals,270,0,Final,Male,0-4 years
2015-05,Arrivals,331,0,Final,Male,0-4 years
2015-06,Arrivals,336,0,Final,Male,0-4 years
2015-07,Arrivals,347,0,Final,Male,0-4 years
2015-08,Arrivals,427,0,Final,Male,0-4 years
2015-09,Arrivals,410,0,Final,Male,0-4 years
2015-10,Arrivals,388,0,Final,Male,0-4 years
2015-11,Arrivals,415,0,Final,Male,0-4 years
2015-12,Arrivals,525,0,Final,Male,0-4 years
2016-01,Arrivals,432,0,Final,Male,0-4 years
2016-02,Arrivals,424,0,Final,Male,0-4 years
2016-03,Arrivals,420,0,Final,Male,0-4 years
2016-04,Arrivals,337,0,Final,Male,0-4 years
2016-05,Arrivals,364,0,Final,Male,0-4 years
2016-06,Arrivals,373,0,Final,Male,0-4 years
2016-07,Arrivals,368,0,Final,Male,0-4 years
2016-08,Arrivals,412,0,Final,Male,0-4 years
2016-09,Arrivals,438,0,Final,Male,0-4 years
2016-10,Arrivals,411,0,Final,Male,0-4 years
2016-11,Arrivals,449,0,Final,Male,0-4 years
2016-12,Arrivals,548,0,Final,Male,0-4 years
2017-01,Arrivals,429,0,Final,Male,0-4 years
2017-02,Arrivals,433,0,Final,Male,0-4 years
2017-03,Arrivals,401,0,Final,Male,0-4 years
2017-04,Arrivals,375,0,Final,Male,0-4 years
2017-05,Arrivals,372,0,Final,Male,0-4 years
2017-06,Arrivals,389,0,Final,Male,0-4 years
2017-07,Arrivals,388,0,Final,Male,0-4 years
2017-08,Arrivals,447,0,Final,Male,0-4 years
2017-09,Arrivals,419,0,Final,Male,0-4 years
2017-10,Arrivals,408,0,Final,Male,0-4 years
2017-11,Arrivals,390,0,Final,Male,0-4 years
2017-12,Arrivals,560,0,Final,Male,0-4 years
2018-01,Arrivals,472,0,Final,Male,0-4 years
2018-02,Arrivals,389,0,Final,Male,0-4 years
2018-03,Arrivals,418,0,Final,Male,0-4 years
2018-04,Arrivals,335,0,Final,Male,0-4 years
2018-05,Arrivals,336,0,Final,Male,0-4 years
2018-06,Arrivals,342,0,Final,Male,0-4 years
2018-07,Arrivals,380,0,Final,Male,0-4 years
2018-08,Arrivals,446,0,Final,Male,0-4 years
2018-09,Arrivals,422,0,Final,Male,0-4 years
2018-10,Arrivals,405,0,Final,Male,0-4 years
2018-11,Arrivals,393,0,Final,Male,0-4 years
2018-12,Arrivals,497,0,Final,Male,0-4 years
2019-01,Arrivals,471,0,Final,Male,0-4 years
2019-02,Arrivals,390,0,Final,Male,0-4 years
2019-03,Arrivals,385,0,Final,Male,0-4 years
2019-04,Arrivals,296,0,Final,Male,0-4 years
2019-05,Arrivals,331,0,Final,Male,0-4 years
2019-06,Arrivals,366,0,Final,Male,0-4 years
2019-07,Arrivals,430,0,Final,Male,0-4 years
2019-08,Arrivals,478,0,Final,Male,0-4 years
2019-09,Arrivals,478,0,Final,Male,0-4 years
2019-10,Arrivals,447,0,Final,Male,0-4 years
2019-11,Arrivals,446,0,Final,Male,0-4 years
2019-12,Arrivals,611,0,Final,Male,0-4 years
2020-01,Arrivals,567,0,Final,Male,0-4 years
2020-02,Arrivals,528,0,Final,Male,0-4 years
2020-03,Arrivals,475,0,Final,Male,0-4 years
2020-04,Arrivals,26,0,Final,Male,0-4 years
2020-05,Arrivals,61,0,Final,Male,0-4 years
2020-06,Arrivals,99,0,Final,Male,0-4 years
