year_month,direction,estimate,standard_error,status,gender,age_group
2010-06,Arrivals,80,0,Final,Female,60-64 years
2010-07,Arrivals,77,0,Final,Female,60-64 years
2010-08,Arrivals,98,0,Final,Female,60-64 years
2010-09,Arrivals,114,0,Final,Female,60-64 years
2010-10,Arrivals,118,0,Final,Female,60-64 years
2010-11,Arrivals,132,0,Final,Female,60-64 years
2010-12,Arrivals,130,0,Final,Female,60-64 years
2011-01,Arrivals,88,0,Final,Female,60-64 years
2011-02,Arrivals,98,0,Final,Female,60-64 years
2011-03,Arrivals,108,0,Final,Female,60-64 years
2011-04,Arrivals,82,0,Final,Female,60-64 years
2011-05,Arrivals,78,0,Final,Female,60-64 years
2011-06,Arrivals,76,0,Final,Female,60-64 years
2011-07,Arrivals,102,0,Final,Female,60-64 years
2011-08,Arrivals,125,0,Final,Female,60-64 years
2011-09,Arrivals,134,0,Final,Female,60-64 years
2011-10,Arrivals,127,0,Final,Female,60-64 years
2011-11,Arrivals,157,0,Final,Female,60-64 years
2011-12,Arrivals,141,0,Final,Female,60-64 years
2012-01,Arrivals,104,0,Final,Female,60-64 years
2012-02,Arrivals,102,0,Final,Female,60-64 years
2012-03,Arrivals,123,0,Final,Female,60-64 years
2012-04,Arrivals,93,0,Final,Female,60-64 years
2012-05,Arrivals,85,0,Final,Female,60-64 years
2012-06,Arrivals,95,0,Final,Female,60-64 years
2012-07,Arrivals,89,0,Final,Female,60-64 years
2012-08,Arrivals,114,0,Final,Female,60-64 years
2012-09,Arrivals,136,0,Final,Female,60-64 years
2012-10,Arrivals,137,0,Final,Female,60-64 years
2012-11,Arrivals,178,0,Final,Female,60-64 years
2012-12,Arrivals,167,0,Final,Female,60-64 years
2013-01,Arrivals,88,0,Final,Female,60-64 years
2013-02,Arrivals,117,0,Final,Female,60-64 years
2013-03,Arrivals,135,0,Final,Female,60-64 years
2013-04,Arrivals,107,0,Final,Female,60-64 years
2013-05,Arrivals,102,0,Final,Female,60-64 years
2013-06,Arrivals,90,0,Final,Female,60-64 years
2013-07,Arrivals,97,0,Final,Female,60-64 years
2013-08,Arrivals,116,0,Final,Female,60-64 years
2013-09,Arrivals,130,0,Final,Female,60-64 years
2013-10,Arrivals,129,0,Final,Female,60-64 years
2013-11,Arrivals,157,0,Final,Female,60-64 years
2013-12,Arrivals,166,0,Final,Female,60-64 years
2014-01,Arrivals,118,0,Final,Female,60-64 years
2014-02,Arrivals,124,0,Final,Female,60-64 years
2014-03,Arrivals,152,0,Final,Female,60-64 years
2014-04,Arrivals,116,0,Final,Female,60-64 years
2014-05,Arrivals,108,0,Final,Female,60-64 years
2014-06,Arrivals,114,0,Final,Female,60-64 years
2014-07,Arrivals,106,0,Final,Female,60-64 years
2014-08,Arrivals,140,0,Final,Female,60-64 years
2014-09,Arrivals,152,0,Final,Female,60-64 years
2014-10,Arrivals,146,0,Final,Female,60-64 years
2014-11,Arrivals,207,0,Final,Female,60-64 years
2014-12,Arrivals,168,0,Final,Female,60-64 years
2015-01,Arrivals,114,0,Final,Female,60-64 years
2015-02,Arrivals,114,0,Final,Female,60-64 years
2015-03,Arrivals,126,0,Final,Female,60-64 years
2015-04,Arrivals,124,0,Final,Female,60-64 years
2015-05,Arrivals,127,0,Final,Female,60-64 years
2015-06,Arrivals,111,0,Final,Female,60-64 years
2015-07,Arrivals,83,0,Final,Female,60-64 years
2015-08,Arrivals,159,0,Final,Female,60-64 years
2015-09,Arrivals,145,0,Final,Female,60-64 years
2015-10,Arrivals,190,0,Final,Female,60-64 years
2015-11,Arrivals,160,0,Final,Female,60-64 years
2015-12,Arrivals,181,0,Final,Female,60-64 years
2016-01,Arrivals,123,0,Final,Female,60-64 years
2016-02,Arrivals,140,0,Final,Female,60-64 years
2016-03,Arrivals,173,0,Final,Female,60-64 years
2016-04,Arrivals,141,0,Final,Female,60-64 years
2016-05,Arrivals,147,0,Final,Female,60-64 years
2016-06,Arrivals,121,0,Final,Female,60-64 years
2016-07,Arrivals,131,0,Final,Female,60-64 years
2016-08,Arrivals,149,0,Final,Female,60-64 years
2016-09,Arrivals,151,0,Final,Female,60-64 years
2016-10,Arrivals,177,0,Final,Female,60-64 years
2016-11,Arrivals,193,0,Final,Female,60-64 years
2016-12,Arrivals,180,0,Final,Female,60-64 years
2017-01,Arrivals,127,0,Final,Female,60-64 years
2017-02,Arrivals,128,0,Final,Female,60-64 years
2017-03,Arrivals,142,0,Final,Female,60-64 years
2017-04,Arrivals,123,0,Final,Female,60-64 years
2017-05,Arrivals,111,0,Final,Female,60-64 years
2017-06,Arrivals,118,0,Final,Female,60-64 years
2017-07,Arrivals,137,0,Final,Female,60-64 years
2017-08,Arrivals,137,0,Final,Female,60-64 years
2017-09,Arrivals,123,0,Final,Female,60-64 years
2017-10,Arrivals,145,0,Final,Female,60-64 years
2017-11,Arrivals,178,0,Final,Female,60-64 years
2017-12,Arrivals,186,0,Final,Female,60-64 years
2018-01,Arrivals,121,0,Final,Female,60-64 years
2018-02,Arrivals,99,0,Final,Female,60-64 years
2018-03,Arrivals,157,0,Final,Female,60-64 years
2018-04,Arrivals,127,0,Final,Female,60-64 years
2018-05,Arrivals,126,0,Final,Female,60-64 years
2018-06,Arrivals,114,0,Final,Female,60-64 years
2018-07,Arrivals,129,0,Final,Female,60-64 years
2018-08,Arrivals,126,0,Final,Female,60-64 years
2018-09,Arrivals,163,0,Final,Female,60-64 years
2018-10,Arrivals,187,0,Final,Female,60-64 years
2018-11,Arrivals,170,0,Final,Female,60-64 years
2018-12,Arrivals,189,0,Final,Female,60-64 years
2019-01,Arrivals,141,0,Final,Female,60-64 years
2019-02,Arrivals,119,0,Final,Female,60-64 years
2019-03,Arrivals,152,0,Final,Female,60-64 years
2019-04,Arrivals,158,0,Final,Female,60-64 years
2019-05,Arrivals,217,0,Final,Female,60-64 years
2019-06,Arrivals,230,0,Final,Female,60-64 years
2019-07,Arrivals,178,0,Final,Female,60-64 years
2019-08,Arrivals,280,0,Final,Female,60-64 years
2019-09,Arrivals,309,0,Final,Female,60-64 years
2019-10,Arrivals,386,0,Final,Female,60-64 years
2019-11,Arrivals,538,0,Final,Female,60-64 years
2019-12,Arrivals,567,0,Final,Female,60-64 years
2020-01,Arrivals,326,0,Final,Female,60-64 years
2020-02,Arrivals,321,0,Final,Female,60-64 years
2020-03,Arrivals,256,0,Final,Female,60-64 years
2020-04,Arrivals,18,0,Final,Female,60-64 years
2020-05,Arrivals,42,0,Final,Female,60-64 years
2020-06,Arrivals,66,0,Final,Female,60-64 years
2020-07,Arrivals,111,0,Final,Female,60-64 years
2020-08,Arrivals,124,0,Final,Female,60-64 years
2020-09,Arrivals,105,0,Final,Female,60-64 years
2020-10,Arrivals,100,0,Final,Female,60-64 years
2020-11,Arrivals,111,0,Final,Female,60-64 years
2020-12,Arrivals,113,0,Final,Female,60-64 years
2021-01,Arrivals,73,0,Final,Female,60-64 years
2021-02,Arrivals,96,0,Final,Female,60-64 years
2021-03,Arrivals,99,0,Final,Female,60-64 years
2021-04,Arrivals,122,0,Final,Female,60-64 years
2021-05,Arrivals,109,0,Final,Female,60-64 years
2021-06,Arrivals,104,0,Final,Female,60-64 years
2021-07,Arrivals,117,0,Final,Female,60-64 years
2021-08,Arrivals,39,0,Final,Female,60-64 years
2021-09,Arrivals,30,0,Final,Female,60-64 years
2021-10,Arrivals,75,0,Final,Female,60-64 years
2021-11,Arrivals,67,0,Final,Female,60-64 years
2021-12,Arrivals,99,0,Final,Female,60-64 years
2022-01,Arrivals,50,0,Final,Female,60-64 years
2022-02,Arrivals,48,0,Final,Female,60-64 years
2022-03,Arrivals,181,0,Final,Female,60-64 years
2022-04,Arrivals,129,0,Final,Female,60-64 years
2022-05,Arrivals,147,0,Final,Female,60-64 years
2022-06,Arrivals,92,0,Final,Female,60-64 years
2022-07,Arrivals,99,0,Final,Female,60-64 years
2022-08,Arrivals,109,0,Final,Female,60-64 years
2022-09,Arrivals,126,0,Final,Female,60-64 years
2022-10,Arrivals,140,0,Final,Female,60-64 years
2022-11,Arrivals,184,0,Final,Female,60-64 years
2022-12,Arrivals,217,0,Final,Female,60-64 years
2023-01,Arrivals,328,0,Final,Female,60-64 years
2023-02,Arrivals,134,0,Final,Female,60-64 years
2023-03,Arrivals,154,0,Provisional,Female,60-64 years
2023-04,Arrivals,126,1,Provisional,Female,60-64 years
2023-05,Arrivals,130,4,Provisional,Female,60-64 years
2023-06,Arrivals,129,6,Provisional,Female,60-64 years
2023-07,Arrivals,87,5,Provisional,Female,60-64 years
2023-08,Arrivals,140,9,Provisional,Female,60-64 years
2023-09,Arrivals,157,10,Provisional,Female,60-64 years
2023-10,Arrivals,158,10,Provisional,Female,60-64 years
2023-11,Arrivals,173,12,Provisional,Female,60-64 years
2023-12,Arrivals,203,13,Provisional,Female,60-64 years
2024-01,Arrivals,143,12,Provisional,Female,60-64 years
2024-02,Arrivals,167,14,Provisional,Female,60-64 years
2024-03,Arrivals,200,15,Provisional,Female,60-64 years
2024-04,Arrivals,149,14,Provisional,Female,60-64 years
2024-05,Arrivals,135,14,Provisional,Female,60-64 years
2024-06,Arrivals,135,18,Provisional,Female,60-64 years
2001-01,Arrivals,69,0,Final,Male,60-64 years
2001-02,Arrivals,111,0,Final,Male,60-64 years
2001-03,Arrivals,82,0,Final,Male,60-64 years
2001-04,Arrivals,77,0,Final,Male,60-64 years
2001-05,Arrivals,65,0,Final,Male,60-64 years
2001-06,Arrivals,62,0,Final,Male,60-64 years
2001-07,Arrivals,56,0,Final,Male,60-64 years
2001-08,Arrivals,72,0,Final,Male,60-64 years
2001-09,Arrivals,83,0,Final,Male,60-64 years
2001-10,Arrivals,94,0,Final,Male,60-64 years
2001-11,Arrivals,103,0,Final,Male,60-64 years
2001-12,Arrivals,92,0,Final,Male,60-64 years
2002-01,Arrivals,69,0,Final,Male,60-64 years
2002-02,Arrivals,76,0,Final,Male,60-64 years
2002-03,Arrivals,105,0,Final,Male,60-64 years
2002-04,Arrivals,76,0,Final,Male,60-64 years
2002-05,Arrivals,61,0,Final,Male,60-64 years
2002-06,Arrivals,70,0,Final,Male,60-64 years
2002-07,Arrivals,77,0,Final,Male,60-64 years
2002-08,Arrivals,81,0,Final,Male,60-64 years
2002-09,Arrivals,91,0,Final,Male,60-64 years
2002-10,Arrivals,95,0,Final,Male,60-64 years
2002-11,Arrivals,117,0,Final,Male,60-64 years
2002-12,Arrivals,115,0,Final,Male,60-64 years
2003-01,Arrivals,87,0,Final,Male,60-64 years
2003-02,Arrivals,91,0,Final,Male,60-64 years
2003-03,Arrivals,100,0,Final,Male,60-64 years
2003-04,Arrivals,72,0,Final,Male,60-64 years
2003-05,Arrivals,57,0,Final,Male,60-64 years
2003-06,Arrivals,67,0,Final,Male,60-64 years
2003-07,Arrivals,64,0,Final,Male,60-64 years
2003-08,Arrivals,70,0,Final,Male,60-64 years
2003-09,Arrivals,67,0,Final,Male,60-64 years
2003-10,Arrivals,95,0,Final,Male,60-64 years
2003-11,Arrivals,121,0,Final,Male,60-64 years
2003-12,Arrivals,94,0,Final,Male,60-64 years
2004-01,Arrivals,69,0,Final,Male,60-64 years
2004-02,Arrivals,62,0,Final,Male,60-64 years
2004-03,Arrivals,79,0,Final,Male,60-64 years
2004-04,Arrivals,53,0,Final,Male,60-64 years
2004-05,Arrivals,59,0,Final,Male,60-64 years
2004-06,Arrivals,64,0,Final,Male,60-64 years
2004-07,Arrivals,54,0,Final,Male,60-64 years
2004-08,Arrivals,72,0,Final,Male,60-64 years
2004-09,Arrivals,83,0,Final,Male,60-64 years
2004-10,Arrivals,107,0,Final,Male,60-64 years
2004-11,Arrivals,119,0,Final,Male,60-64 years
2004-12,Arrivals,112,0,Final,Male,60-64 years
2005-01,Arrivals,91,0,Final,Male,60-64 years
2005-02,Arrivals,76,0,Final,Male,60-64 years
2005-03,Arrivals,60,0,Final,Male,60-64 years
2005-04,Arrivals,79,0,Final,Male,60-64 years
2005-05,Arrivals,62,0,Final,Male,60-64 years
2005-06,Arrivals,61,0,Final,Male,60-64 years
2005-07,Arrivals,62,0,Final,Male,60-64 years
2005-08,Arrivals,68,0,Final,Male,60-64 years
2005-09,Arrivals,86,0,Final,Male,60-64 years
2005-10,Arrivals,110,0,Final,Male,60-64 years
2005-11,Arrivals,116,0,Final,Male,60-64 years
2005-12,Arrivals,127,0,Final,Male,60-64 years
2006-01,Arrivals,89,0,Final,Male,60-64 years
2006-02,Arrivals,75,0,Final,Male,60-64 years
2006-03,Arrivals,95,0,Final,Male,60-64 years
2006-04,Arrivals,81,0,Final,Male,60-64 years
2006-05,Arrivals,73,0,Final,Male,60-64 years
2006-06,Arrivals,79,0,Final,Male,60-64 years
2006-07,Arrivals,92,0,Final,Male,60-64 years
2006-08,Arrivals,89,0,Final,Male,60-64 years
2006-09,Arrivals,109,0,Final,Male,60-64 years
2006-10,Arrivals,126,0,Final,Male,60-64 years
2006-11,Arrivals,125,0,Final,Male,60-64 years
2006-12,Arrivals,111,0,Final,Male,60-64 years
2007-01,Arrivals,108,0,Final,Male,60-64 years
2007-02,Arrivals,83,0,Final,Male,60-64 years
2007-03,Arrivals,104,0,Final,Male,60-64 years
2007-04,Arrivals,68,0,Final,Male,60-64 years
2007-05,Arrivals,69,0,Final,Male,60-64 years
2007-06,Arrivals,75,0,Final,Male,60-64 years
2007-07,Arrivals,72,0,Final,Male,60-64 years
2007-08,Arrivals,93,0,Final,Male,60-64 years
2007-09,Arrivals,95,0,Final,Male,60-64 years
2007-10,Arrivals,123,0,Final,Male,60-64 years
2007-11,Arrivals,140,0,Final,Male,60-64 years
2007-12,Arrivals,132,0,Final,Male,60-64 years
2008-01,Arrivals,90,0,Final,Male,60-64 years
2008-02,Arrivals,110,0,Final,Male,60-64 years
2008-03,Arrivals,101,0,Final,Male,60-64 years
2008-04,Arrivals,88,0,Final,Male,60-64 years
2008-05,Arrivals,78,0,Final,Male,60-64 years
2008-06,Arrivals,71,0,Final,Male,60-64 years
2008-07,Arrivals,71,0,Final,Male,60-64 years
2008-08,Arrivals,84,0,Final,Male,60-64 years
2008-09,Arrivals,92,0,Final,Male,60-64 years
2008-10,Arrivals,127,0,Final,Male,60-64 years
2008-11,Arrivals,144,0,Final,Male,60-64 years
2008-12,Arrivals,130,0,Final,Male,60-64 years
2009-01,Arrivals,117,0,Final,Male,60-64 years
2009-02,Arrivals,91,0,Final,Male,60-64 years
2009-03,Arrivals,102,0,Final,Male,60-64 years
2009-04,Arrivals,83,0,Final,Male,60-64 years
2009-05,Arrivals,68,0,Final,Male,60-64 years
2009-06,Arrivals,80,0,Final,Male,60-64 years
2009-07,Arrivals,114,0,Final,Male,60-64 years
2009-08,Arrivals,82,0,Final,Male,60-64 years
2009-09,Arrivals,118,0,Final,Male,60-64 years
2009-10,Arrivals,127,0,Final,Male,60-64 years
2009-11,Arrivals,149,0,Final,Male,60-64 years
2009-12,Arrivals,149,0,Final,Male,60-64 years
2010-01,Arrivals,80,0,Final,Male,60-64 years
2010-02,Arrivals,82,0,Final,Male,60-64 years
2010-03,Arrivals,96,0,Final,Male,60-64 years
2010-04,Arrivals,85,0,Final,Male,60-64 years
2010-05,Arrivals,82,0,Final,Male,60-64 years
2010-06,Arrivals,77,0,Final,Male,60-64 years
2010-07,Arrivals,103,0,Final,Male,60-64 years
2010-08,Arrivals,93,0,Final,Male,60-64 years
2010-09,Arrivals,112,0,Final,Male,60-64 years
2010-10,Arrivals,126,0,Final,Male,60-64 years
2010-11,Arrivals,137,0,Final,Male,60-64 years
2010-12,Arrivals,140,0,Final,Male,60-64 years
2011-01,Arrivals,102,0,Final,Male,60-64 years
2011-02,Arrivals,92,0,Final,Male,60-64 years
2011-03,Arrivals,104,0,Final,Male,60-64 years
2011-04,Arrivals,94,0,Final,Male,60-64 years
2011-05,Arrivals,99,0,Final,Male,60-64 years
2011-06,Arrivals,84,0,Final,Male,60-64 years
2011-07,Arrivals,105,0,Final,Male,60-64 years
2011-08,Arrivals,120,0,Final,Male,60-64 years
2011-09,Arrivals,125,0,Final,Male,60-64 years
2011-10,Arrivals,140,0,Final,Male,60-64 years
2011-11,Arrivals,145,0,Final,Male,60-64 years
2011-12,Arrivals,145,0,Final,Male,60-64 years
2012-01,Arrivals,110,0,Final,Male,60-64 years
2012-02,Arrivals,106,0,Final,Male,60-64 years
2012-03,Arrivals,116,0,Final,Male,60-64 years
2012-04,Arrivals,88,0,Final,Male,60-64 years
2012-05,Arrivals,103,0,Final,Male,60-64 years
2012-06,Arrivals,103,0,Final,Male,60-64 years
2012-07,Arrivals,91,0,Final,Male,60-64 years
2012-08,Arrivals,117,0,Final,Male,60-64 years
2012-09,Arrivals,108,0,Final,Male,60-64 years
2012-10,Arrivals,122,0,Final,Male,60-64 years
2012-11,Arrivals,150,0,Final,Male,60-64 years
2012-12,Arrivals,180,0,Final,Male,60-64 years
2013-01,Arrivals,101,0,Final,Male,60-64 years
2013-02,Arrivals,75,0,Final,Male,60-64 years
2013-03,Arrivals,134,0,Final,Male,60-64 years
2013-04,Arrivals,92,0,Final,Male,60-64 years
2013-05,Arrivals,98,0,Final,Male,60-64 years
2013-06,Arrivals,102,0,Final,Male,60-64 years
2013-07,Arrivals,99,0,Final,Male,60-64 years
2013-08,Arrivals,130,0,Final,Male,60-64 years
2013-09,Arrivals,135,0,Final,Male,60-64 years
2013-10,Arrivals,143,0,Final,Male,60-64 years
2013-11,Arrivals,158,0,Final,Male,60-64 years
2013-12,Arrivals,200,0,Final,Male,60-64 years
2014-01,Arrivals,97,0,Final,Male,60-64 years
2014-02,Arrivals,118,0,Final,Male,60-64 years
2014-03,Arrivals,118,0,Final,Male,60-64 years
2014-04,Arrivals,124,0,Final,Male,60-64 years
2014-05,Arrivals,121,0,Final,Male,60-64 years
2014-06,Arrivals,114,0,Final,Male,60-64 years
2014-07,Arrivals,109,0,Final,Male,60-64 years
2014-08,Arrivals,134,0,Final,Male,60-64 years
2014-09,Arrivals,159,0,Final,Male,60-64 years
2014-10,Arrivals,195,0,Final,Male,60-64 years
2014-11,Arrivals,179,0,Final,Male,60-64 years
2014-12,Arrivals,197,0,Final,Male,60-64 years
2015-01,Arrivals,138,0,Final,Male,60-64 years
2015-02,Arrivals,105,0,Final,Male,60-64 years
2015-03,Arrivals,134,0,Final,Male,60-64 years
2015-04,Arrivals,105,0,Final,Male,60-64 years
2015-05,Arrivals,126,0,Final,Male,60-64 years
2015-06,Arrivals,113,0,Final,Male,60-64 years
2015-07,Arrivals,98,0,Final,Male,60-64 years
2015-08,Arrivals,146,0,Final,Male,60-64 years
2015-09,Arrivals,150,0,Final,Male,60-64 years
2015-10,Arrivals,197,0,Final,Male,60-64 years
2015-11,Arrivals,173,0,Final,Male,60-64 years
2015-12,Arrivals,223,0,Final,Male,60-64 years
2016-01,Arrivals,115,0,Final,Male,60-64 years
2016-02,Arrivals,118,0,Final,Male,60-64 years
2016-03,Arrivals,171,0,Final,Male,60-64 years
2016-04,Arrivals,127,0,Final,Male,60-64 years
2016-05,Arrivals,136,0,Final,Male,60-64 years
2016-06,Arrivals,121,0,Final,Male,60-64 years
2016-07,Arrivals,120,0,Final,Male,60-64 years
2016-08,Arrivals,157,0,Final,Male,60-64 years
2016-09,Arrivals,152,0,Final,Male,60-64 years
2016-10,Arrivals,181,0,Final,Male,60-64 years
2016-11,Arrivals,179,0,Final,Male,60-64 years
2016-12,Arrivals,198,0,Final,Male,60-64 years
2017-01,Arrivals,125,0,Final,Male,60-64 years
2017-02,Arrivals,142,0,Final,Male,60-64 years
2017-03,Arrivals,127,0,Final,Male,60-64 years
2017-04,Arrivals,116,0,Final,Male,60-64 years
2017-05,Arrivals,120,0,Final,Male,60-64 years
2017-06,Arrivals,131,0,Final,Male,60-64 years
2017-07,Arrivals,126,0,Final,Male,60-64 years
2017-08,Arrivals,130,0,Final,Male,60-64 years
2017-09,Arrivals,142,0,Final,Male,60-64 years
2017-10,Arrivals,158,0,Final,Male,60-64 years
2017-11,Arrivals,180,0,Final,Male,60-64 years
2017-12,Arrivals,182,0,Final,Male,60-64 years
2018-01,Arrivals,92,0,Final,Male,60-64 years
2018-02,Arrivals,102,0,Final,Male,60-64 years
2018-03,Arrivals,138,0,Final,Male,60-64 years
2018-04,Arrivals,114,0,Final,Male,60-64 years
2018-05,Arrivals,124,0,Final,Male,60-64 years
2018-06,Arrivals,89,0,Final,Male,60-64 years
2018-07,Arrivals,115,0,Final,Male,60-64 years
2018-08,Arrivals,118,0,Final,Male,60-64 years
2018-09,Arrivals,158,0,Final,Male,60-64 years
2018-10,Arrivals,159,0,Final,Male,60-64 years
2018-11,Arrivals,163,0,Final,Male,60-64 years
2018-12,Arrivals,180,0,Final,Male,60-64 years
2019-01,Arrivals,126,0,Final,Male,60-64 years
2019-02,Arrivals,129,0,Final,Male,60-64 years
2019-03,Arrivals,146,0,Final,Male,60-64 years
2019-04,Arrivals,113,0,Final,Male,60-64 years
2019-05,Arrivals,170,0,Final,Male,60-64 years
2019-06,Arrivals,195,0,Final,Male,60-64 years
2019-07,Arrivals,174,0,Final,Male,60-64 years
2019-08,Arrivals,227,0,Final,Male,60-64 years
2019-09,Arrivals,237,0,Final,Male,60-64 years
2019-10,Arrivals,330,0,Final,Male,60-64 years
2019-11,Arrivals,437,0,Final,Male,60-64 years
2019-12,Arrivals,425,0,Final,Male,60-64 years
2020-01,Arrivals,229,0,Final,Male,60-64 years
2020-02,Arrivals,254,0,Final,Male,60-64 years
2020-03,Arrivals,196,0,Final,Male,60-64 years
2020-04,Arrivals,29,0,Final,Male,60-64 years
2020-05,Arrivals,36,0,Final,Male,60-64 years
2020-06,Arrivals,62,0,Final,Male,60-64 years
2020-07,Arrivals,73,0,Final,Male,60-64 years
2020-08,Arrivals,107,0,Final,Male,60-64 years
2020-09,Arrivals,117,0,Final,Male,60-64 years
2020-10,Arrivals,107,0,Final,Male,60-64 years
2020-11,Arrivals,120,0,Final,Male,60-64 years
2020-12,Arrivals,92,0,Final,Male,60-64 years
2021-01,Arrivals,50,0,Final,Male,60-64 years
2021-02,Arrivals,81,0,Final,Male,60-64 years
2021-03,Arrivals,85,0,Final,Male,60-64 years
2021-04,Arrivals,120,0,Final,Male,60-64 years
2021-05,Arrivals,118,0,Final,Male,60-64 years
2021-06,Arrivals,102,0,Final,Male,60-64 years
2021-07,Arrivals,109,0,Final,Male,60-64 years
2021-08,Arrivals,34,0,Final,Male,60-64 years
2021-09,Arrivals,23,0,Final,Male,60-64 years
2021-10,Arrivals,69,0,Final,Male,60-64 years
2021-11,Arrivals,66,0,Final,Male,60-64 years
2021-12,Arrivals,96,0,Final,Male,60-64 years
2022-01,Arrivals,58,0,Final,Male,60-64 years
2022-02,Arrivals,50,0,Final,Male,60-64 years
2022-03,Arrivals,163,0,Final,Male,60-64 years
2022-04,Arrivals,124,0,Final,Male,60-64 years
2022-05,Arrivals,128,0,Final,Male,60-64 years
2022-06,Arrivals,114,0,Final,Male,60-64 years
2022-07,Arrivals,84,0,Final,Male,60-64 years
2022-08,Arrivals,95,0,Final,Male,60-64 years
2022-09,Arrivals,116,0,Final,Male,60-64 years
2022-10,Arrivals,127,0,Final,Male,60-64 years
2022-11,Arrivals,158,0,Final,Male,60-64 years
2022-12,Arrivals,163,0,Final,Male,60-64 years
2023-01,Arrivals,265,0,Final,Male,60-64 years
2023-02,Arrivals,107,0,Final,Male,60-64 years
2023-03,Arrivals,128,0,Provisional,Male,60-64 years
2023-04,Arrivals,104,1,Provisional,Male,60-64 years
2023-05,Arrivals,125,3,Provisional,Male,60-64 years
2023-06,Arrivals,85,4,Provisional,Male,60-64 years
2023-07,Arrivals,79,4,Provisional,Male,60-64 years
2023-08,Arrivals,113,7,Provisional,Male,60-64 years
2023-09,Arrivals,111,7,Provisional,Male,60-64 years
2023-10,Arrivals,119,8,Provisional,Male,60-64 years
2023-11,Arrivals,147,10,Provisional,Male,60-64 years
2023-12,Arrivals,149,10,Provisional,Male,60-64 years
2024-01,Arrivals,116,10,Provisional,Male,60-64 years
2024-02,Arrivals,116,10,Provisional,Male,60-64 years
2024-03,Arrivals,134,13,Provisional,Male,60-64 years
2024-04,Arrivals,110,12,Provisional,Male,60-64 years
2024-05,Arrivals,115,12,Provisional,Male,60-64 years
2024-06,Arrivals,107,15,Provisional,Male,60-64 years
2001-01,Arrivals,61,0,Final,Female,65-69 years
2001-02,Arrivals,98,0,Final,Female,65-69 years
2001-03,Arrivals,67,0,Final,Female,65-69 years
2001-04,Arrivals,51,0,Final,Female,65-69 years
2001-05,Arrivals,42,0,Final,Female,65-69 years
2001-06,Arrivals,50,0,Final,Female,65-69 years
2001-07,Arrivals,39,0,Final,Female,65-69 years
2001-08,Arrivals,50,0,Final,Female,65-69 years
2001-09,Arrivals,57,0,Final,Female,65-69 years
2001-10,Arrivals,63,0,Final,Female,65-69 years
2001-11,Arrivals,69,0,Final,Female,65-69 years
2001-12,Arrivals,58,0,Final,Female,65-69 years
2002-01,Arrivals,43,0,Final,Female,65-69 years
2002-02,Arrivals,59,0,Final,Female,65-69 years
2002-03,Arrivals,83,0,Final,Female,65-69 years
2002-04,Arrivals,35,0,Final,Female,65-69 years
2002-05,Arrivals,52,0,Final,Female,65-69 years
2002-06,Arrivals,40,0,Final,Female,65-69 years
2002-07,Arrivals,38,0,Final,Female,65-69 years
2002-08,Arrivals,54,0,Final,Female,65-69 years
2002-09,Arrivals,56,0,Final,Female,65-69 years
2002-10,Arrivals,66,0,Final,Female,65-69 years
2002-11,Arrivals,77,0,Final,Female,65-69 years
2002-12,Arrivals,55,0,Final,Female,65-69 years
2003-01,Arrivals,65,0,Final,Female,65-69 years
2003-02,Arrivals,52,0,Final,Female,65-69 years
2003-03,Arrivals,53,0,Final,Female,65-69 years
2003-04,Arrivals,49,0,Final,Female,65-69 years
2003-05,Arrivals,50,0,Final,Female,65-69 years
2003-06,Arrivals,44,0,Final,Female,65-69 years
2003-07,Arrivals,27,0,Final,Female,65-69 years
2003-08,Arrivals,45,0,Final,Female,65-69 years
2003-09,Arrivals,52,0,Final,Female,65-69 years
2003-10,Arrivals,71,0,Final,Female,65-69 years
2003-11,Arrivals,66,0,Final,Female,65-69 years
2003-12,Arrivals,69,0,Final,Female,65-69 years
2004-01,Arrivals,46,0,Final,Female,65-69 years
2004-02,Arrivals,61,0,Final,Female,65-69 years
2004-03,Arrivals,57,0,Final,Female,65-69 years
2004-04,Arrivals,50,0,Final,Female,65-69 years
2004-05,Arrivals,49,0,Final,Female,65-69 years
2004-06,Arrivals,40,0,Final,Female,65-69 years
2004-07,Arrivals,29,0,Final,Female,65-69 years
2004-08,Arrivals,47,0,Final,Female,65-69 years
2004-09,Arrivals,56,0,Final,Female,65-69 years
2004-10,Arrivals,72,0,Final,Female,65-69 years
2004-11,Arrivals,90,0,Final,Female,65-69 years
2004-12,Arrivals,78,0,Final,Female,65-69 years
2005-01,Arrivals,48,0,Final,Female,65-69 years
2005-02,Arrivals,71,0,Final,Female,65-69 years
2005-03,Arrivals,63,0,Final,Female,65-69 years
2005-04,Arrivals,48,0,Final,Female,65-69 years
2005-05,Arrivals,52,0,Final,Female,65-69 years
2005-06,Arrivals,49,0,Final,Female,65-69 years
2005-07,Arrivals,44,0,Final,Female,65-69 years
2005-08,Arrivals,53,0,Final,Female,65-69 years
2005-09,Arrivals,59,0,Final,Female,65-69 years
2005-10,Arrivals,66,0,Final,Female,65-69 years
2005-11,Arrivals,57,0,Final,Female,65-69 years
2005-12,Arrivals,92,0,Final,Female,65-69 years
2006-01,Arrivals,59,0,Final,Female,65-69 years
2006-02,Arrivals,61,0,Final,Female,65-69 years
2006-03,Arrivals,63,0,Final,Female,65-69 years
2006-04,Arrivals,47,0,Final,Female,65-69 years
